Bubble Sort
3,30,49,1,17,14,10,50,41,35,11,47,20,38,16,24,7,2,34,18,29,12,45,48,32,8,22,28,4,23,36,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,49,17,14,10,50,41,35,11,47,20,38,16,24,7,2,34,18,29,12,45,48,32,8,22,28,4,23,36,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,17,49,14,10,50,41,35,11,47,20,38,16,24,7,2,34,18,29,12,45,48,32,8,22,28,4,23,36,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,17,14,49,10,50,41,35,11,47,20,38,16,24,7,2,34,18,29,12,45,48,32,8,22,28,4,23,36,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,17,14,10,49,50,41,35,11,47,20,38,16,24,7,2,34,18,29,12,45,48,32,8,22,28,4,23,36,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,17,14,10,49,41,50,35,11,47,20,38,16,24,7,2,34,18,29,12,45,48,32,8,22,28,4,23,36,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,17,14,10,49,41,35,50,11,47,20,38,16,24,7,2,34,18,29,12,45,48,32,8,22,28,4,23,36,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,17,14,10,49,41,35,11,50,47,20,38,16,24,7,2,34,18,29,12,45,48,32,8,22,28,4,23,36,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,17,14,10,49,41,35,11,47,50,20,38,16,24,7,2,34,18,29,12,45,48,32,8,22,28,4,23,36,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,17,14,10,49,41,35,11,47,20,50,38,16,24,7,2,34,18,29,12,45,48,32,8,22,28,4,23,36,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,17,14,10,49,41,35,11,47,20,38,50,16,24,7,2,34,18,29,12,45,48,32,8,22,28,4,23,36,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,17,14,10,49,41,35,11,47,20,38,16,50,24,7,2,34,18,29,12,45,48,32,8,22,28,4,23,36,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,17,14,10,49,41,35,11,47,20,38,16,24,50,7,2,34,18,29,12,45,48,32,8,22,28,4,23,36,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,17,14,10,49,41,35,11,47,20,38,16,24,7,50,2,34,18,29,12,45,48,32,8,22,28,4,23,36,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,17,14,10,49,41,35,11,47,20,38,16,24,7,2,50,34,18,29,12,45,48,32,8,22,28,4,23,36,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,17,14,10,49,41,35,11,47,20,38,16,24,7,2,34,50,18,29,12,45,48,32,8,22,28,4,23,36,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,17,14,10,49,41,35,11,47,20,38,16,24,7,2,34,18,50,29,12,45,48,32,8,22,28,4,23,36,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,17,14,10,49,41,35,11,47,20,38,16,24,7,2,34,18,29,50,12,45,48,32,8,22,28,4,23,36,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,17,14,10,49,41,35,11,47,20,38,16,24,7,2,34,18,29,12,50,45,48,32,8,22,28,4,23,36,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,17,14,10,49,41,35,11,47,20,38,16,24,7,2,34,18,29,12,45,50,48,32,8,22,28,4,23,36,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,17,14,10,49,41,35,11,47,20,38,16,24,7,2,34,18,29,12,45,48,50,32,8,22,28,4,23,36,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,17,14,10,49,41,35,11,47,20,38,16,24,7,2,34,18,29,12,45,48,32,50,8,22,28,4,23,36,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,17,14,10,49,41,35,11,47,20,38,16,24,7,2,34,18,29,12,45,48,32,8,50,22,28,4,23,36,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,17,14,10,49,41,35,11,47,20,38,16,24,7,2,34,18,29,12,45,48,32,8,22,50,28,4,23,36,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,17,14,10,49,41,35,11,47,20,38,16,24,7,2,34,18,29,12,45,48,32,8,22,28,50,4,23,36,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,17,14,10,49,41,35,11,47,20,38,16,24,7,2,34,18,29,12,45,48,32,8,22,28,4,50,23,36,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,17,14,10,49,41,35,11,47,20,38,16,24,7,2,34,18,29,12,45,48,32,8,22,28,4,23,50,36,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,17,14,10,49,41,35,11,47,20,38,16,24,7,2,34,18,29,12,45,48,32,8,22,28,4,23,36,50,25,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
3,30,1,17,14,10,49,41,35,11,47,20,38,16,24,7,2,34,18,29,12,45,48,32,8,22,28,4,23,36,25,50,44,21,42,39,40,46,33,15,26,27,37,31,19,9,6,5,13,43
